               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  12,            0.053177,            0.017689,                   0,             0.66638,             0.79905,             0.72448,               0.393,            0.045985,           0.0089858,                   0,           0.0016135,           0.0016135,            0.084813
                  13,            0.069121,            0.018181,                   0,             0.57107,                 0.8,             0.65429,             0.20366,            0.060616,           0.0082366,                   0,           0.0017324,           0.0017324,            0.083632
                  14,             0.05854,            0.016776,                   0,             0.72707,             0.79926,             0.83999,              0.4939,            0.042283,           0.0086198,                   0,           0.0018504,           0.0018504,             0.08245
                  15,             0.05351,            0.018968,                   0,             0.77756,                 0.7,             0.74786,              0.3516,            0.053761,           0.0077356,                   0,           0.0019675,           0.0019675,            0.081268
                  16,            0.052857,            0.016457,                   0,             0.69951,                 0.7,             0.77529,             0.36237,            0.044501,           0.0075766,                   0,           0.0020838,           0.0020838,            0.080084
                  17,            0.049633,            0.015433,                   0,             0.77694,                 0.7,             0.81881,             0.52094,            0.041141,           0.0076597,                   0,           0.0021993,           0.0021993,            0.078899
                  18,            0.049627,            0.018857,                   0,             0.76907,             0.99918,             0.91327,             0.65212,            0.034387,           0.0072323,                   0,           0.0023139,           0.0023139,            0.077714
                  19,            0.049646,            0.014026,                   0,             0.52583,             0.99814,             0.66224,             0.37298,             0.04535,           0.0071138,                   0,           0.0024276,           0.0024276,            0.076528
                  20,            0.049087,            0.017668,                   0,             0.72727,             0.79999,              0.8217,             0.50128,            0.038624,           0.0073322,                   0,           0.0025405,           0.0025405,             0.07534
                  21,            0.048843,            0.016535,                   0,             0.89946,                 0.9,             0.94643,             0.42623,            0.041309,           0.0065923,                   0,           0.0026525,           0.0026525,            0.074152
                  22,            0.046276,            0.014343,                   0,             0.83327,             0.99959,             0.90611,             0.62511,            0.033905,           0.0066357,                   0,           0.0027637,           0.0027637,            0.072964
                  23,            0.043215,            0.015422,                   0,                   1,               0.799,             0.92179,             0.57837,             0.03742,           0.0064748,                   0,            0.002874,            0.002874,            0.071774
                  24,            0.045383,            0.015528,                   0,             0.69221,             0.89962,             0.82096,             0.46664,             0.03773,           0.0059977,                   0,           0.0029834,           0.0029834,            0.070583
                  25,            0.046228,             0.01606,                   0,             0.89993,             0.89935,             0.95192,              0.5851,            0.039107,           0.0056379,                   0,            0.003092,            0.003092,            0.069392
                  26,            0.041899,            0.014126,                   0,                   1,             0.99962,               0.995,              0.6364,            0.028519,           0.0055199,                   0,           0.0031997,           0.0031997,              0.0682
                  27,             0.03931,            0.013829,                   0,             0.71383,                   1,             0.87143,              0.4154,            0.040866,           0.0053691,                   0,           0.0033066,           0.0033066,            0.067007
                  28,            0.041172,             0.01289,                   0,             0.76904,                   1,             0.85385,             0.42904,            0.033541,            0.005537,                   0,           0.0034126,           0.0034126,            0.065813
                  29,            0.040285,            0.014182,                   0,             0.99767,                   1,               0.995,             0.57546,            0.030122,           0.0053858,                   0,           0.0035177,           0.0035177,            0.064618
                  30,            0.037972,            0.012304,                   0,             0.76909,             0.99925,             0.92041,             0.50833,            0.037174,           0.0049364,                   0,            0.003622,            0.003622,            0.063422
                  31,            0.038232,            0.012281,                   0,             0.83288,                   1,             0.95056,             0.66385,            0.031031,           0.0050303,                   0,           0.0037255,           0.0037255,            0.062225
                  32,            0.035094,            0.011916,                   0,             0.90898,                   1,             0.97682,             0.43301,            0.029033,           0.0047918,                   0,            0.003828,            0.003828,            0.061028
                  33,            0.037971,            0.012131,                   0,             0.90908,             0.99992,             0.98591,             0.65923,            0.029319,           0.0047408,                   0,           0.0039298,           0.0039298,             0.05983
                  34,            0.037495,            0.011768,                   0,             0.90908,             0.99986,             0.96773,             0.73689,            0.027059,           0.0045968,                   0,           0.0040306,           0.0040306,            0.058631
                  35,            0.036952,            0.011728,                   0,             0.90891,                   1,             0.95864,             0.61991,             0.02536,            0.004527,                   0,           0.0041306,           0.0041306,            0.057431
                  36,            0.035984,            0.011621,                   0,              0.9992,                   1,               0.995,             0.64274,            0.032638,            0.004381,                   0,           0.0042298,           0.0042298,             0.05623
                  37,            0.035385,              0.0123,                   0,             0.99908,                   1,               0.995,             0.69489,            0.025053,           0.0043069,                   0,            0.004328,            0.004328,            0.055028
                  38,            0.035514,            0.011259,                   0,             0.88877,             0.79918,             0.89589,             0.47434,            0.037507,           0.0042688,                   0,           0.0044255,           0.0044255,            0.053825
                  39,            0.043769,            0.012356,                   0,             0.90873,                   1,             0.92227,             0.54533,              0.0314,           0.0044458,                   0,            0.004522,            0.004522,            0.052622
                  40,            0.039948,            0.012642,                   0,             0.64161,                 0.9,             0.76008,             0.40759,            0.038681,           0.0042296,                   0,           0.0046178,           0.0046178,            0.051418
                  41,            0.037333,            0.010757,                   0,             0.76921,                   1,             0.92306,             0.47167,            0.028974,           0.0041424,                   0,           0.0047126,           0.0047126,            0.050213
                  42,            0.041568,            0.011528,                   0,              0.9085,                   1,             0.92227,             0.59886,            0.035049,           0.0042357,                   0,           0.0048066,           0.0048066,            0.049007
                  43,             0.03558,            0.011143,                   0,             0.89969,             0.89718,             0.96192,             0.53853,            0.034343,           0.0039893,                   0,           0.0048998,           0.0048998,              0.0478
                  44,            0.039448,            0.011054,                   0,             0.99969,                   1,               0.995,             0.67082,             0.02388,           0.0041495,                   0,            0.004992,            0.004992,            0.046592
                  45,            0.038998,            0.011898,                   0,             0.99911,                   1,               0.995,             0.47804,            0.029612,           0.0042362,                   0,           0.0050835,           0.0050835,            0.045383
                  46,            0.032952,            0.010924,                   0,             0.99993,                   1,               0.995,             0.66323,            0.024659,            0.003935,                   0,            0.005174,            0.005174,            0.044174
                  47,            0.036392,            0.010857,                   0,             0.99992,                   1,               0.995,             0.77802,            0.025102,           0.0036615,                   0,           0.0052637,           0.0052637,            0.042964
                  48,            0.040135,            0.011322,                   0,             0.99966,                   1,               0.995,             0.67358,            0.027977,           0.0039888,                   0,           0.0053526,           0.0053526,            0.041753
                  49,            0.032631,            0.011403,                   0,             0.83332,                   1,             0.92833,             0.60632,            0.028372,           0.0038336,                   0,           0.0054406,           0.0054406,            0.040541
                  50,            0.034607,            0.010276,                   0,             0.99986,                   1,               0.995,             0.65663,            0.022527,           0.0036706,                   0,           0.0055277,           0.0055277,            0.039328
                  51,            0.034491,           0.0099006,                   0,             0.99972,                   1,               0.995,             0.72388,             0.02971,           0.0036278,                   0,            0.005614,            0.005614,            0.038114
                  52,            0.034853,            0.011764,                   0,             0.99992,                   1,               0.995,             0.82646,            0.026984,           0.0033851,                   0,           0.0056994,           0.0056994,            0.036899
                  53,            0.033013,            0.010263,                   0,                   1,                   1,               0.995,             0.74088,            0.021588,           0.0034464,                   0,            0.005784,            0.005784,            0.035684
                  54,            0.031876,           0.0094557,                   0,             0.99991,                   1,               0.995,             0.67939,            0.024529,           0.0033099,                   0,           0.0058677,           0.0058677,            0.034468
                  55,            0.029383,           0.0089461,                   0,             0.99982,                   1,               0.995,             0.72073,             0.02667,           0.0031867,                   0,           0.0059505,           0.0059505,             0.03325
                  56,            0.031087,           0.0092868,                   0,             0.99992,                   1,               0.995,             0.79487,            0.020641,           0.0033081,                   0,           0.0060325,           0.0060325,            0.032032
                  57,            0.030689,           0.0086164,                   0,             0.99992,                   1,               0.995,             0.77265,            0.021942,           0.0033179,                   0,           0.0061136,           0.0061136,            0.030814
                  58,            0.029847,           0.0090743,                   0,             0.76912,                   1,             0.89806,             0.57621,            0.024499,           0.0031603,                   0,           0.0061939,           0.0061939,            0.029594
                  59,            0.030839,           0.0094333,                   0,             0.99979,                   1,               0.995,             0.75477,            0.019771,           0.0030292,                   0,           0.0062733,           0.0062733,            0.028373
                  60,             0.02962,           0.0085351,                   0,                   1,             0.99994,               0.995,             0.70525,            0.020871,           0.0030119,                   0,           0.0063518,           0.0063518,            0.027152
                  61,            0.032697,           0.0089822,                   0,             0.99975,                   1,               0.995,               0.675,            0.032788,            0.003136,                   0,           0.0064295,           0.0064295,             0.02593
                  62,             0.03228,           0.0084796,                   0,             0.99983,                   1,               0.995,             0.75113,            0.019194,           0.0030561,                   0,           0.0065064,           0.0065064,            0.024706
                  63,            0.029258,           0.0076779,                   0,             0.90897,                   1,             0.98591,             0.62141,            0.023396,           0.0032993,                   0,           0.0065824,           0.0065824,            0.023482
                  64,            0.030108,            0.008746,                   0,             0.99884,                   1,               0.995,             0.64443,            0.028071,           0.0031275,                   0,           0.0066575,           0.0066575,            0.022257
                  65,            0.039188,           0.0098062,                   0,             0.90883,             0.99709,             0.97682,             0.70473,             0.02248,           0.0033792,                   0,           0.0067317,           0.0067317,            0.021032
                  66,            0.034855,            0.008829,                   0,             0.90877,                   1,             0.97682,             0.70792,            0.027259,           0.0032927,                   0,           0.0068051,           0.0068051,            0.019805
                  67,            0.033403,           0.0098638,                   0,             0.99598,                   1,               0.995,             0.61261,            0.026484,           0.0030614,                   0,           0.0068777,           0.0068777,            0.018578
                  68,            0.031488,           0.0097056,                   0,             0.83277,                   1,             0.91167,             0.57309,            0.026812,           0.0030117,                   0,           0.0069494,           0.0069494,            0.017349
                  69,            0.034247,           0.0086424,                   0,             0.99993,                   1,               0.995,             0.77982,            0.018901,           0.0029958,                   0,           0.0070202,           0.0070202,             0.01612
                  70,            0.032506,            0.008359,                   0,             0.99993,                   1,               0.995,              0.7259,            0.024752,           0.0029612,                   0,           0.0070902,           0.0070902,             0.01489
                  71,            0.032043,           0.0087969,                   0,             0.99988,                   1,               0.995,             0.65693,            0.026315,            0.002963,                   0,           0.0071593,           0.0071593,            0.013659
                  72,            0.031614,           0.0083305,                   0,             0.99985,                   1,               0.995,             0.62656,            0.024923,           0.0029513,                   0,           0.0072276,           0.0072276,            0.012428
                  73,            0.031701,           0.0081808,                   0,                   1,             0.99998,               0.995,             0.82693,            0.019356,           0.0027458,                   0,            0.007295,            0.007295,            0.011195
                  74,             0.03114,           0.0079656,                   0,             0.90905,             0.99952,             0.97682,             0.50061,            0.028172,           0.0029074,                   0,           0.0073615,           0.0073615,           0.0099615
                  75,            0.031587,            0.010229,                   0,              0.9998,                   1,               0.995,              0.6973,            0.026113,           0.0029066,                   0,           0.0074272,           0.0074272,           0.0087272
                  76,            0.028713,            0.008563,                   0,             0.99994,                   1,               0.995,             0.62522,            0.025633,            0.002893,                   0,            0.007492,            0.007492,            0.007492
                  77,            0.035057,           0.0088047,                   0,                   1,             0.99953,               0.995,             0.79453,            0.023693,           0.0030032,                   0,            0.007492,            0.007492,            0.007492
                  78,             0.03096,           0.0085641,                   0,             0.99991,                   1,               0.995,             0.72823,            0.023657,           0.0030457,                   0,            0.007459,            0.007459,            0.007459
                  79,            0.025962,           0.0079214,                   0,               0.909,                   1,             0.98591,             0.78126,            0.021187,           0.0031453,                   0,            0.007426,            0.007426,            0.007426
                  80,            0.024817,           0.0074785,                   0,             0.99961,                 0.9,             0.97833,             0.74977,            0.020904,           0.0030491,                   0,            0.007393,            0.007393,            0.007393
                  81,            0.026731,           0.0080348,                   0,             0.99996,                   1,               0.995,             0.74955,            0.017811,           0.0027452,                   0,             0.00736,             0.00736,             0.00736
                  82,            0.025969,           0.0069301,                   0,             0.99996,                   1,               0.995,             0.76514,            0.023649,           0.0027684,                   0,            0.007327,            0.007327,            0.007327
                  83,             0.02598,           0.0075236,                   0,             0.99985,                   1,               0.995,             0.72116,            0.021678,           0.0028576,                   0,            0.007294,            0.007294,            0.007294
                  84,            0.025949,           0.0088183,                   0,                   1,                   1,               0.995,             0.83764,            0.020022,           0.0026695,                   0,            0.007261,            0.007261,            0.007261
                  85,            0.027011,            0.007238,                   0,             0.99991,                   1,               0.995,             0.80356,            0.016931,           0.0025086,                   0,            0.007228,            0.007228,            0.007228
                  86,            0.024669,           0.0079276,                   0,             0.99988,                   1,               0.995,             0.80709,             0.01679,           0.0024996,                   0,            0.007195,            0.007195,            0.007195
                  87,            0.026644,           0.0081526,                   0,              0.9999,                   1,               0.995,             0.76632,            0.024814,            0.002485,                   0,            0.007162,            0.007162,            0.007162
                  88,            0.026544,           0.0082314,                   0,             0.99995,                   1,               0.995,             0.77261,            0.018323,           0.0024425,                   0,            0.007129,            0.007129,            0.007129
                  89,            0.023136,           0.0070962,                   0,             0.99987,                   1,               0.995,             0.80925,            0.017588,           0.0024509,                   0,            0.007096,            0.007096,            0.007096
                  90,            0.025053,           0.0077827,                   0,             0.99992,                   1,               0.995,              0.7854,            0.022487,           0.0025734,                   0,            0.007063,            0.007063,            0.007063
                  91,            0.022745,           0.0071727,                   0,                   1,             0.99995,               0.995,             0.77723,            0.020409,           0.0025381,                   0,             0.00703,             0.00703,             0.00703
                  92,            0.022594,           0.0081037,                   0,             0.99999,                   1,               0.995,             0.78584,            0.017039,           0.0025025,                   0,            0.006997,            0.006997,            0.006997
                  93,            0.023289,           0.0074663,                   0,                   1,                   1,               0.995,             0.81643,            0.016734,           0.0023419,                   0,            0.006964,            0.006964,            0.006964
                  94,            0.022341,           0.0073312,                   0,             0.99998,                   1,               0.995,             0.81708,            0.021133,            0.002366,                   0,            0.006931,            0.006931,            0.006931
                  95,            0.022405,           0.0069745,                   0,             0.99988,                   1,               0.995,             0.84836,            0.015692,            0.002267,                   0,            0.006898,            0.006898,            0.006898
                  96,            0.021079,           0.0065783,                   0,             0.99994,                   1,               0.995,             0.74568,            0.023082,           0.0022569,                   0,            0.006865,            0.006865,            0.006865
                  97,            0.025724,           0.0073313,                   0,             0.99999,                   1,               0.995,             0.84582,            0.013897,           0.0021034,                   0,            0.006832,            0.006832,            0.006832
                  98,            0.022222,           0.0075851,                   0,              0.9999,                   1,               0.995,             0.86665,             0.01573,           0.0021342,                   0,            0.006799,            0.006799,            0.006799
                  99,             0.02192,           0.0080271,                   0,             0.99988,                   1,               0.995,             0.81201,            0.018299,           0.0021604,                   0,            0.006766,            0.006766,            0.006766
                 100,            0.023261,           0.0069595,                   0,             0.99998,                   1,               0.995,             0.79107,            0.016829,           0.0021338,                   0,            0.006733,            0.006733,            0.006733
                 101,            0.023614,           0.0077847,                   0,             0.99993,                   1,               0.995,             0.88184,            0.012932,           0.0021162,                   0,              0.0067,              0.0067,              0.0067
                 102,            0.022726,           0.0068424,                   0,             0.99989,                   1,               0.995,             0.75064,            0.017497,           0.0023807,                   0,            0.006667,            0.006667,            0.006667
                 103,            0.021676,            0.007721,                   0,             0.99996,                   1,               0.995,             0.82932,            0.017366,           0.0023315,                   0,            0.006634,            0.006634,            0.006634
                 104,            0.023873,           0.0072953,                   0,             0.99992,                   1,               0.995,             0.85855,            0.015217,           0.0022237,                   0,            0.006601,            0.006601,            0.006601
                 105,            0.024858,           0.0073961,                   0,                   1,                   1,               0.995,             0.89028,            0.012802,           0.0021899,                   0,            0.006568,            0.006568,            0.006568
                 106,            0.017607,           0.0065506,                   0,             0.99998,                   1,               0.995,             0.83943,            0.014189,           0.0021655,                   0,            0.006535,            0.006535,            0.006535
                 107,             0.02201,           0.0064872,                   0,             0.99999,                   1,               0.995,             0.91053,            0.013653,             0.00217,                   0,            0.006502,            0.006502,            0.006502
                 108,            0.020241,           0.0078777,                   0,             0.99991,                   1,               0.995,             0.86229,            0.011797,           0.0022168,                   0,            0.006469,            0.006469,            0.006469
                 109,            0.022461,           0.0069561,                   0,              0.9999,                   1,               0.995,             0.81399,            0.012194,           0.0022604,                   0,            0.006436,            0.006436,            0.006436
                 110,            0.018612,           0.0062823,                   0,             0.99991,                   1,               0.995,             0.81642,            0.015619,           0.0023802,                   0,            0.006403,            0.006403,            0.006403
                 111,            0.018858,           0.0060218,                   0,             0.99995,                   1,               0.995,             0.78952,            0.016057,           0.0023065,                   0,             0.00637,             0.00637,             0.00637
                 112,            0.020517,           0.0061609,                   0,             0.99991,                   1,               0.995,             0.84189,            0.013627,           0.0022814,                   0,            0.006337,            0.006337,            0.006337
                 113,            0.021295,           0.0072632,                   0,             0.99991,                   1,               0.995,             0.83934,            0.013984,           0.0022636,                   0,            0.006304,            0.006304,            0.006304
                 114,            0.022245,           0.0071415,                   0,             0.99996,                   1,               0.995,             0.85195,            0.016736,            0.002342,                   0,            0.006271,            0.006271,            0.006271
                 115,             0.02043,           0.0059324,                   0,             0.99993,                   1,               0.995,             0.89205,            0.011618,           0.0021986,                   0,            0.006238,            0.006238,            0.006238
                 116,            0.016422,           0.0067226,                   0,             0.99993,                   1,               0.995,             0.87232,            0.013215,           0.0021635,                   0,            0.006205,            0.006205,            0.006205
                 117,            0.019969,           0.0063097,                   0,              0.9999,                   1,               0.995,             0.93491,            0.011922,           0.0020882,                   0,            0.006172,            0.006172,            0.006172
                 118,            0.020202,           0.0065169,                   0,             0.99983,                   1,               0.995,             0.87318,            0.013212,           0.0021015,                   0,            0.006139,            0.006139,            0.006139
                 119,            0.017292,           0.0067661,                   0,             0.99994,                   1,               0.995,             0.88051,            0.014868,           0.0021693,                   0,            0.006106,            0.006106,            0.006106
                 120,            0.018247,           0.0058485,                   0,             0.99997,                   1,               0.995,             0.84203,            0.016088,           0.0021595,                   0,            0.006073,            0.006073,            0.006073
                 121,            0.022183,           0.0066314,                   0,             0.99992,                   1,               0.995,             0.90625,            0.011608,           0.0019939,                   0,             0.00604,             0.00604,             0.00604
                 122,            0.021888,            0.006704,                   0,             0.99998,                   1,               0.995,             0.81665,            0.016061,           0.0022895,                   0,            0.006007,            0.006007,            0.006007
                 123,            0.019799,           0.0066316,                   0,                   1,             0.99997,               0.995,             0.84625,            0.017185,           0.0021722,                   0,            0.005974,            0.005974,            0.005974
                 124,            0.021838,             0.00681,                   0,             0.99998,                   1,               0.995,             0.79542,            0.020092,           0.0021818,                   0,            0.005941,            0.005941,            0.005941
                 125,            0.020477,           0.0065226,                   0,                   1,             0.99995,               0.995,             0.92029,             0.01219,           0.0019704,                   0,            0.005908,            0.005908,            0.005908
                 126,            0.018892,           0.0062653,                   0,                   1,             0.99993,               0.995,             0.85701,            0.015658,           0.0020763,                   0,            0.005875,            0.005875,            0.005875
                 127,            0.017876,           0.0056694,                   0,             0.99993,                   1,               0.995,             0.88406,             0.01321,           0.0019401,                   0,            0.005842,            0.005842,            0.005842
                 128,            0.016983,           0.0055762,                   0,             0.99997,                   1,               0.995,             0.88042,            0.015799,           0.0020144,                   0,            0.005809,            0.005809,            0.005809
                 129,            0.021452,           0.0060945,                   0,                   1,                   1,               0.995,             0.86861,            0.014345,           0.0019392,                   0,            0.005776,            0.005776,            0.005776
                 130,            0.018884,           0.0056195,                   0,              0.9999,                   1,               0.995,             0.81743,            0.015668,           0.0019659,                   0,            0.005743,            0.005743,            0.005743
                 131,            0.018693,           0.0068349,                   0,             0.99996,                   1,               0.995,              0.8911,             0.01368,           0.0019262,                   0,             0.00571,             0.00571,             0.00571
                 132,            0.016549,           0.0058777,                   0,             0.99996,                   1,               0.995,             0.88507,            0.013321,           0.0019355,                   0,            0.005677,            0.005677,            0.005677
                 133,            0.020408,           0.0062176,                   0,             0.99997,                   1,               0.995,             0.86179,            0.013326,           0.0022457,                   0,            0.005644,            0.005644,            0.005644
                 134,            0.017031,            0.005676,                   0,             0.99988,                   1,               0.995,             0.90096,            0.011189,            0.002123,                   0,            0.005611,            0.005611,            0.005611
                 135,            0.018784,           0.0057919,                   0,             0.99989,                   1,               0.995,              0.8835,            0.014186,           0.0020304,                   0,            0.005578,            0.005578,            0.005578
                 136,            0.017678,           0.0058801,                   0,             0.99997,                   1,               0.995,             0.90799,            0.013188,           0.0020615,                   0,            0.005545,            0.005545,            0.005545
                 137,            0.018927,            0.006138,                   0,             0.99991,                   1,               0.995,              0.9212,            0.011661,           0.0019189,                   0,            0.005512,            0.005512,            0.005512
                 138,             0.01899,           0.0069355,                   0,             0.99989,                   1,               0.995,             0.88366,            0.014142,           0.0020133,                   0,            0.005479,            0.005479,            0.005479
                 139,            0.017892,           0.0057605,                   0,                   1,                   1,               0.995,             0.90532,            0.011992,           0.0020887,                   0,            0.005446,            0.005446,            0.005446
                 140,            0.014865,           0.0051938,                   0,             0.99991,                   1,               0.995,             0.84321,            0.014042,           0.0021395,                   0,            0.005413,            0.005413,            0.005413
                 141,             0.01664,           0.0059305,                   0,              0.9999,                   1,               0.995,             0.90158,            0.012475,           0.0020292,                   0,             0.00538,             0.00538,             0.00538
                 142,            0.017876,           0.0061521,                   0,             0.99999,                   1,               0.995,             0.82307,            0.018001,           0.0021692,                   0,            0.005347,            0.005347,            0.005347
                 143,             0.01641,           0.0058992,                   0,                   1,             0.99994,               0.995,             0.84933,             0.01472,           0.0020353,                   0,            0.005314,            0.005314,            0.005314
                 144,            0.015578,           0.0061918,                   0,             0.99995,                   1,               0.995,             0.87689,            0.013905,           0.0019221,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.018406,            0.006051,                   0,             0.99995,                   1,               0.995,             0.89723,            0.010871,            0.001791,                   0,            0.005248,            0.005248,            0.005248
                 146,            0.018876,           0.0055577,                   0,             0.99989,                   1,               0.995,             0.88882,             0.01382,            0.001958,                   0,            0.005215,            0.005215,            0.005215
                 147,            0.016451,           0.0069515,                   0,             0.99989,                   1,               0.995,             0.89851,            0.012773,           0.0019448,                   0,            0.005182,            0.005182,            0.005182
                 148,            0.015266,           0.0060895,                   0,              0.9999,                   1,               0.995,             0.90555,            0.011858,           0.0020268,                   0,            0.005149,            0.005149,            0.005149
                 149,            0.016657,           0.0061266,                   0,             0.99994,                   1,               0.995,             0.87427,            0.011995,           0.0019523,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.015863,           0.0055046,                   0,                   1,             0.99992,               0.995,             0.88548,            0.013523,           0.0021326,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.015074,           0.0054161,                   0,             0.99997,                   1,               0.995,             0.90609,            0.011784,           0.0020237,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.014219,           0.0056165,                   0,             0.99989,                   1,               0.995,              0.9013,            0.010748,           0.0019497,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.015285,           0.0057954,                   0,             0.99996,                   1,               0.995,             0.89498,            0.012215,           0.0018016,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.016182,           0.0057511,                   0,             0.99992,                   1,               0.995,             0.90847,            0.013065,           0.0018377,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.015949,           0.0058735,                   0,              0.9999,                   1,               0.995,             0.88874,            0.012191,            0.001752,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.016139,           0.0054811,                   0,             0.99989,                   1,               0.995,             0.91161,            0.011095,           0.0017845,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.016333,           0.0060045,                   0,             0.99999,                   1,               0.995,             0.93398,            0.011127,           0.0018817,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.014112,           0.0055545,                   0,             0.99999,                   1,               0.995,              0.9307,            0.011002,           0.0019481,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.014633,           0.0060263,                   0,             0.99992,                   1,               0.995,             0.93425,            0.011258,           0.0021566,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.013968,           0.0060334,                   0,                   1,             0.99991,               0.995,             0.90641,            0.010284,           0.0020503,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.014183,           0.0052284,                   0,             0.99995,                   1,               0.995,             0.92379,            0.010461,           0.0019171,                   0,             0.00472,             0.00472,             0.00472
                 162,             0.01675,           0.0056304,                   0,                   1,                   1,               0.995,             0.88735,            0.012997,           0.0017861,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.014195,           0.0054102,                   0,             0.99993,                   1,               0.995,             0.90283,            0.011547,           0.0018287,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.013782,           0.0053453,                   0,             0.99998,                   1,               0.995,             0.90225,            0.011358,           0.0019808,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.016204,           0.0056565,                   0,             0.99998,                   1,               0.995,             0.89341,            0.011082,           0.0020665,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.013753,           0.0054813,                   0,             0.99996,                   1,               0.995,             0.87186,            0.011629,            0.001915,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.013462,           0.0054678,                   0,             0.99992,                   1,               0.995,             0.87382,            0.011526,           0.0018738,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.014451,           0.0056022,                   0,             0.99993,                   1,               0.995,             0.89764,            0.011402,           0.0018425,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.013904,           0.0058502,                   0,             0.99991,                   1,               0.995,             0.89178,            0.011456,           0.0019609,                   0,            0.004456,            0.004456,            0.004456
                 170,             0.01379,           0.0051776,                   0,             0.99997,                   1,               0.995,             0.88245,             0.01273,           0.0020074,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.013268,             0.00536,                   0,             0.99992,                   1,               0.995,             0.89969,            0.010661,           0.0019013,                   0,             0.00439,             0.00439,             0.00439
                 172,             0.01446,           0.0059175,                   0,             0.99991,                   1,               0.995,             0.91081,             0.01018,           0.0017905,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.015328,           0.0060272,                   0,             0.99993,                   1,               0.995,             0.88347,             0.01202,           0.0017056,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.013318,           0.0050535,                   0,             0.99992,                   1,               0.995,              0.8903,            0.011632,           0.0016279,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.014422,            0.005732,                   0,             0.99997,                   1,               0.995,             0.87967,            0.011729,             0.00157,                   0,            0.004258,            0.004258,            0.004258
