               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 176,            0.012954,           0.0051006,                   0,             0.99994,                   1,               0.995,             0.89731,            0.010615,           0.0016416,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.014072,           0.0058425,                   0,              0.9999,                   1,               0.995,              0.8645,            0.011994,           0.0017606,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.013222,           0.0049991,                   0,             0.99993,                   1,               0.995,             0.90958,            0.011261,           0.0017636,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.014446,           0.0052123,                   0,             0.99996,                   1,               0.995,              0.8902,            0.012976,           0.0017008,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.014915,           0.0057754,                   0,             0.99996,                   1,               0.995,             0.90064,            0.011365,           0.0015782,                   0,            0.004093,            0.004093,            0.004093
                 181,             0.01525,           0.0063227,                   0,             0.99999,                   1,               0.995,             0.90915,           0.0097529,           0.0015299,                   0,             0.00406,             0.00406,             0.00406
                 182,             0.01371,            0.005166,                   0,             0.99991,                   1,               0.995,             0.90102,            0.011662,           0.0015861,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.012664,           0.0056145,                   0,             0.99995,                   1,               0.995,             0.89549,            0.010491,            0.001685,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.011881,           0.0054602,                   0,             0.99994,                   1,               0.995,             0.92681,            0.011219,           0.0017304,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.013166,           0.0055183,                   0,             0.99992,                   1,               0.995,             0.92201,            0.010523,           0.0015467,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.012941,           0.0056753,                   0,             0.99991,                   1,               0.995,             0.88105,             0.01319,           0.0016233,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.013288,           0.0056001,                   0,             0.99992,                   1,               0.995,             0.88721,            0.010339,           0.0017039,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.012625,           0.0054154,                   0,             0.99994,                   1,               0.995,             0.90377,            0.011604,           0.0018789,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.013284,           0.0052301,                   0,             0.99992,                   1,               0.995,             0.93511,           0.0091197,            0.001768,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.013073,            0.004844,                   0,             0.99993,                   1,               0.995,             0.91062,            0.009836,           0.0017705,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.013435,           0.0052024,                   0,             0.99997,                   1,               0.995,             0.90326,           0.0098345,           0.0017307,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.012912,           0.0051498,                   0,             0.99993,                   1,               0.995,             0.90498,            0.010618,            0.001642,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.013453,            0.004933,                   0,             0.99994,                   1,               0.995,             0.86802,             0.01031,           0.0015759,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.012318,           0.0055161,                   0,                   1,             0.99992,               0.995,              0.8929,            0.011188,           0.0017169,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.012159,           0.0048601,                   0,             0.99993,                   1,               0.995,             0.92557,            0.010323,           0.0015707,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.012028,           0.0045613,                   0,             0.99993,                   1,               0.995,             0.90402,            0.010883,            0.001588,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.013492,           0.0056407,                   0,              0.9999,                   1,               0.995,             0.90399,           0.0095731,           0.0014949,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.011372,           0.0049479,                   0,             0.99991,                   1,               0.995,             0.90817,            0.010373,           0.0016563,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.012401,           0.0055363,                   0,             0.99997,                   1,               0.995,             0.92864,           0.0088978,           0.0016192,                   0,            0.003466,            0.003466,            0.003466
                 200,             0.01191,           0.0045377,                   0,                   1,                   1,               0.995,             0.92104,            0.008646,           0.0015837,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.013779,           0.0051615,                   0,              0.9999,                   1,               0.995,             0.93135,            0.008359,           0.0015273,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.010736,           0.0045778,                   0,             0.99998,                   1,               0.995,             0.94385,           0.0084028,            0.001577,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.011265,           0.0045104,                   0,             0.99995,                   1,               0.995,             0.90858,             0.01059,           0.0016095,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.012072,           0.0051627,                   0,             0.99992,                   1,               0.995,             0.91121,            0.010198,            0.001604,                   0,            0.003301,            0.003301,            0.003301
                 205,             0.01354,           0.0049349,                   0,             0.99996,                   1,               0.995,             0.92313,           0.0081774,           0.0015764,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.011853,           0.0050633,                   0,             0.99996,                   1,               0.995,             0.90301,           0.0093326,           0.0015416,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.011684,           0.0046378,                   0,             0.99991,                   1,               0.995,              0.9228,           0.0094277,           0.0015711,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.010878,           0.0050198,                   0,             0.99998,                   1,               0.995,             0.91481,           0.0089835,           0.0015425,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.011413,           0.0051582,                   0,             0.99996,                   1,               0.995,             0.88244,           0.0095201,           0.0014515,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.011036,           0.0049698,                   0,             0.99997,                   1,               0.995,             0.90528,            0.010198,           0.0014569,                   0,            0.003103,            0.003103,            0.003103
                 211,             0.01227,           0.0046638,                   0,             0.99991,                   1,               0.995,             0.91063,           0.0097127,             0.00135,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.011669,           0.0049406,                   0,             0.99991,                   1,               0.995,             0.91796,            0.010271,           0.0013817,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.010872,           0.0042616,                   0,             0.99995,                   1,               0.995,             0.89825,             0.01016,            0.001352,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.011206,           0.0047257,                   0,                   1,                   1,               0.995,             0.91122,           0.0090063,           0.0013602,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.010642,           0.0045319,                   0,             0.99995,                   1,               0.995,             0.91037,            0.010728,           0.0014869,                   0,            0.002938,            0.002938,            0.002938
                 216,             0.01142,           0.0048757,                   0,             0.99996,                   1,               0.995,             0.90489,            0.010934,           0.0014939,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.011128,           0.0050754,                   0,             0.99993,                   1,               0.995,             0.94149,           0.0085605,           0.0013496,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.011576,           0.0044785,                   0,             0.99999,                   1,               0.995,             0.92259,             0.01015,           0.0014521,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.011067,            0.004564,                   0,             0.99991,                   1,               0.995,             0.94141,           0.0093775,           0.0014152,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.010189,           0.0048199,                   0,             0.99996,                   1,               0.995,             0.93174,           0.0096368,           0.0014469,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.011339,            0.005062,                   0,             0.99999,                   1,               0.995,             0.90642,           0.0094182,           0.0015395,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.010192,           0.0045953,                   0,                   1,             0.99993,               0.995,             0.89938,            0.009503,            0.001576,                   0,            0.002707,            0.002707,            0.002707
                 223,             0.01091,           0.0048502,                   0,             0.99997,                   1,               0.995,             0.90727,           0.0083857,           0.0015394,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.011308,           0.0048217,                   0,             0.99997,                   1,               0.995,             0.93736,           0.0084677,           0.0015923,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.010785,           0.0045532,                   0,             0.99995,                   1,               0.995,             0.91796,             0.00898,           0.0016194,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.010516,           0.0049014,                   0,             0.99996,                   1,               0.995,             0.92343,           0.0086726,           0.0015152,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.010305,           0.0044214,                   0,             0.99999,                   1,               0.995,             0.92779,           0.0090317,             0.00146,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.008796,            0.004043,                   0,             0.99992,                   1,               0.995,             0.92029,           0.0091429,           0.0014921,                   0,            0.002509,            0.002509,            0.002509
                 229,           0.0092617,           0.0044053,                   0,             0.99993,                   1,               0.995,             0.91453,           0.0086728,           0.0014624,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.010116,           0.0050212,                   0,             0.99997,                   1,               0.995,             0.92666,            0.009119,            0.001527,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.010262,           0.0043081,                   0,             0.99992,                   1,               0.995,             0.92291,           0.0084543,           0.0014991,                   0,             0.00241,             0.00241,             0.00241
                 232,           0.0097718,           0.0043205,                   0,             0.99998,                   1,               0.995,             0.92256,            0.008378,           0.0014596,                   0,            0.002377,            0.002377,            0.002377
                 233,           0.0095143,           0.0038599,                   0,             0.99993,                   1,               0.995,             0.91894,           0.0087864,           0.0013582,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.010444,           0.0046087,                   0,             0.99994,                   1,               0.995,             0.94178,            0.008967,           0.0012496,                   0,            0.002311,            0.002311,            0.002311
                 235,           0.0095229,            0.004344,                   0,             0.99998,                   1,               0.995,             0.92619,           0.0094502,            0.001306,                   0,            0.002278,            0.002278,            0.002278
                 236,           0.0095132,           0.0041259,                   0,             0.99992,                   1,               0.995,             0.91639,           0.0094028,           0.0013588,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.012242,           0.0045079,                   0,             0.99993,                   1,               0.995,             0.93525,            0.010221,           0.0014808,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.010175,           0.0048259,                   0,             0.99991,                   1,               0.995,             0.93156,           0.0096617,           0.0015425,                   0,            0.002179,            0.002179,            0.002179
                 239,           0.0083984,           0.0041148,                   0,                   1,                   1,               0.995,             0.93249,           0.0098346,              0.0016,                   0,            0.002146,            0.002146,            0.002146
                 240,           0.0099345,           0.0043206,                   0,             0.99991,                   1,               0.995,             0.92604,           0.0093753,           0.0015052,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.010366,           0.0045171,                   0,                   1,             0.99991,               0.995,             0.92714,           0.0086286,           0.0014489,                   0,             0.00208,             0.00208,             0.00208
                 242,           0.0098077,           0.0042058,                   0,             0.99998,                   1,               0.995,               0.939,           0.0086647,           0.0015175,                   0,            0.002047,            0.002047,            0.002047
                 243,           0.0095591,           0.0041384,                   0,             0.99997,                   1,               0.995,             0.95325,           0.0085657,           0.0014668,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.010404,            0.004765,                   0,             0.99999,                   1,               0.995,             0.94865,           0.0085994,           0.0014258,                   0,            0.001981,            0.001981,            0.001981
                 245,           0.0093391,           0.0040817,                   0,             0.99993,                   1,               0.995,             0.95563,             0.00858,           0.0013371,                   0,            0.001948,            0.001948,            0.001948
                 246,           0.0098389,           0.0043923,                   0,             0.99999,                   1,               0.995,             0.94619,           0.0083323,           0.0013173,                   0,            0.001915,            0.001915,            0.001915
                 247,           0.0085999,           0.0039479,                   0,             0.99999,                   1,               0.995,              0.9168,           0.0086394,           0.0013654,                   0,            0.001882,            0.001882,            0.001882
                 248,           0.0094214,           0.0043496,                   0,             0.99996,                   1,               0.995,             0.90093,           0.0087231,           0.0013589,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.009066,           0.0038565,                   0,             0.99991,                   1,               0.995,              0.9367,           0.0094251,           0.0014614,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.008637,           0.0038084,                   0,                   1,                   1,               0.995,             0.91721,           0.0090491,           0.0015054,                   0,            0.001783,            0.001783,            0.001783
                 251,           0.0097311,           0.0053052,                   0,             0.99996,                   1,               0.995,             0.92714,           0.0096424,           0.0015464,                   0,             0.00175,             0.00175,             0.00175
                 252,             0.01037,           0.0051902,                   0,             0.99996,                   1,               0.995,             0.92846,           0.0097683,           0.0015221,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.010021,           0.0045183,                   0,             0.99997,                   1,               0.995,             0.92815,           0.0092138,           0.0014835,                   0,            0.001684,            0.001684,            0.001684
                 254,           0.0089757,           0.0043178,                   0,             0.99998,                   1,               0.995,             0.93369,           0.0092524,           0.0014331,                   0,            0.001651,            0.001651,            0.001651
                 255,           0.0091862,           0.0043395,                   0,             0.99994,                   1,               0.995,             0.94324,           0.0094856,           0.0014354,                   0,            0.001618,            0.001618,            0.001618
                 256,           0.0088845,           0.0042476,                   0,             0.99999,                   1,               0.995,             0.91869,           0.0095461,           0.0014479,                   0,            0.001585,            0.001585,            0.001585
                 257,           0.0079248,           0.0041248,                   0,             0.99995,                   1,               0.995,              0.8912,           0.0095805,           0.0015232,                   0,            0.001552,            0.001552,            0.001552
                 258,           0.0093718,           0.0043959,                   0,             0.99998,                   1,               0.995,             0.92692,           0.0092383,             0.00146,                   0,            0.001519,            0.001519,            0.001519
                 259,           0.0091166,           0.0041738,                   0,             0.99996,                   1,               0.995,             0.92692,           0.0087665,           0.0013753,                   0,            0.001486,            0.001486,            0.001486
                 260,           0.0084041,           0.0042661,                   0,             0.99991,                   1,               0.995,             0.92714,            0.008966,           0.0013562,                   0,            0.001453,            0.001453,            0.001453
                 261,           0.0093313,           0.0049126,                   0,             0.99994,                   1,               0.995,             0.92692,           0.0089152,           0.0012908,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.008668,           0.0044265,                   0,             0.99995,                   1,               0.995,             0.90298,            0.009598,           0.0013459,                   0,            0.001387,            0.001387,            0.001387
                 263,           0.0091682,           0.0045141,                   0,             0.99991,                   1,               0.995,             0.90198,           0.0096407,           0.0013329,                   0,            0.001354,            0.001354,            0.001354
                 264,           0.0083722,            0.004146,                   0,             0.99991,                   1,               0.995,             0.91509,           0.0090334,           0.0013344,                   0,            0.001321,            0.001321,            0.001321
                 265,           0.0085968,           0.0045316,                   0,             0.99992,                   1,               0.995,             0.90734,           0.0094484,           0.0013918,                   0,            0.001288,            0.001288,            0.001288
                 266,           0.0090818,           0.0037599,                   0,             0.99996,                   1,               0.995,             0.92714,           0.0090725,           0.0013747,                   0,            0.001255,            0.001255,            0.001255
                 267,           0.0089669,           0.0042533,                   0,             0.99991,                   1,               0.995,             0.93193,           0.0084977,           0.0013015,                   0,            0.001222,            0.001222,            0.001222
                 268,           0.0086585,           0.0040769,                   0,             0.99992,                   1,               0.995,             0.93215,           0.0084804,           0.0012513,                   0,            0.001189,            0.001189,            0.001189
                 269,           0.0089329,           0.0043118,                   0,              0.9999,                   1,               0.995,             0.93193,           0.0088475,           0.0012561,                   0,            0.001156,            0.001156,            0.001156
                 270,           0.0087952,           0.0040147,                   0,                   1,             0.99998,               0.995,              0.9346,           0.0090981,           0.0013157,                   0,            0.001123,            0.001123,            0.001123
                 271,           0.0083511,           0.0039648,                   0,             0.99995,                   1,               0.995,             0.91933,           0.0089209,              0.0014,                   0,             0.00109,             0.00109,             0.00109
                 272,           0.0085437,           0.0040777,                   0,             0.99994,                   1,               0.995,             0.91876,           0.0092931,           0.0015309,                   0,            0.001057,            0.001057,            0.001057
                 273,           0.0072386,           0.0035185,                   0,                   1,             0.99993,               0.995,             0.90512,           0.0095835,           0.0016884,                   0,            0.001024,            0.001024,            0.001024
                 274,           0.0082234,           0.0041174,                   0,             0.99994,                   1,               0.995,              0.9121,           0.0098762,           0.0016289,                   0,            0.000991,            0.000991,            0.000991
                 275,           0.0080746,           0.0036955,                   0,             0.99992,                   1,               0.995,             0.91913,           0.0096252,           0.0015245,                   0,            0.000958,            0.000958,            0.000958
                 276,           0.0080496,           0.0039924,                   0,             0.99991,                   1,               0.995,             0.91933,           0.0093657,           0.0014185,                   0,            0.000925,            0.000925,            0.000925
                 277,           0.0086744,           0.0042083,                   0,             0.99991,                   1,               0.995,              0.9198,           0.0093356,           0.0013472,                   0,            0.000892,            0.000892,            0.000892
                 278,           0.0078772,           0.0039333,                   0,             0.99998,                   1,               0.995,             0.90234,           0.0089889,           0.0013365,                   0,            0.000859,            0.000859,            0.000859
                 279,           0.0081078,           0.0043926,                   0,             0.99998,                   1,               0.995,             0.91509,           0.0092917,           0.0013474,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.008359,            0.003682,                   0,             0.99994,                   1,               0.995,             0.91509,           0.0091999,           0.0013669,                   0,            0.000793,            0.000793,            0.000793
                 281,           0.0089375,           0.0041242,                   0,             0.99992,                   1,               0.995,             0.92738,            0.009355,           0.0014181,                   0,             0.00076,             0.00076,             0.00076
                 282,           0.0072582,           0.0036001,                   0,             0.99997,                   1,               0.995,             0.92714,           0.0092284,            0.001372,                   0,            0.000727,            0.000727,            0.000727
                 283,           0.0084426,           0.0044439,                   0,             0.99995,                   1,               0.995,             0.94721,           0.0091496,           0.0013445,                   0,            0.000694,            0.000694,            0.000694
                 284,           0.0080788,           0.0037635,                   0,             0.99992,                   1,               0.995,             0.91488,           0.0094759,           0.0013301,                   0,            0.000661,            0.000661,            0.000661
                 285,           0.0076716,           0.0036741,                   0,             0.99996,                   1,               0.995,             0.91955,           0.0091421,           0.0012851,                   0,            0.000628,            0.000628,            0.000628
                 286,           0.0074322,             0.00395,                   0,             0.99992,                   1,               0.995,             0.91685,           0.0090043,           0.0012957,                   0,            0.000595,            0.000595,            0.000595
                 287,            0.008003,           0.0039087,                   0,             0.99992,                   1,               0.995,              0.9198,           0.0091669,           0.0013332,                   0,            0.000562,            0.000562,            0.000562
                 288,           0.0079571,           0.0040217,                   0,             0.99992,                   1,               0.995,             0.93484,           0.0093578,           0.0013451,                   0,            0.000529,            0.000529,            0.000529
                 289,           0.0076251,           0.0036782,                   0,             0.99993,                   1,               0.995,              0.9346,           0.0091967,           0.0013336,                   0,            0.000496,            0.000496,            0.000496
                 290,           0.0073366,           0.0035018,                   0,             0.99996,                   1,               0.995,             0.92692,           0.0091855,           0.0013437,                   0,            0.000463,            0.000463,            0.000463
                 291,           0.0080365,            0.004262,                   0,             0.99995,                   1,               0.995,             0.93238,           0.0091533,            0.001363,                   0,             0.00043,             0.00043,             0.00043
                 292,           0.0081019,           0.0037767,                   0,                   1,                   1,               0.995,             0.93238,           0.0089747,           0.0013333,                   0,            0.000397,            0.000397,            0.000397
                 293,           0.0082935,           0.0035035,                   0,             0.99998,                   1,               0.995,             0.95135,           0.0091253,           0.0013094,                   0,            0.000364,            0.000364,            0.000364
                 294,           0.0082267,           0.0041497,                   0,             0.99999,                   1,               0.995,             0.93238,           0.0091033,           0.0013201,                   0,            0.000331,            0.000331,            0.000331
                 295,           0.0085128,           0.0040504,                   0,                   1,             0.99993,               0.995,             0.93238,           0.0092684,           0.0013376,                   0,            0.000298,            0.000298,            0.000298
                 296,           0.0075267,           0.0040929,                   0,             0.99991,                   1,               0.995,             0.91229,           0.0095058,           0.0013512,                   0,            0.000265,            0.000265,            0.000265
                 297,           0.0076949,           0.0039036,                   0,             0.99997,                   1,               0.995,             0.90108,           0.0095596,           0.0013586,                   0,            0.000232,            0.000232,            0.000232
                 298,           0.0072972,           0.0035938,                   0,             0.99997,                   1,               0.995,             0.90108,            0.009627,           0.0013554,                   0,            0.000199,            0.000199,            0.000199
                 299,            0.007411,           0.0036509,                   0,             0.99991,                   1,               0.995,              0.9007,            0.009616,           0.0013446,                   0,            0.000166,            0.000166,            0.000166
