               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 163,            0.014336,           0.0048465,          0.00034511,             0.99993,                   1,               0.995,             0.92601,           0.0099229,           0.0016703,          0.00029307,            0.004654,            0.004654,            0.004654
                 164,            0.014426,           0.0051537,          0.00035646,             0.99995,                   1,               0.995,             0.89816,            0.010613,           0.0017069,          0.00030528,            0.004621,            0.004621,            0.004621
                 165,            0.014176,           0.0053131,          0.00036676,             0.99997,                   1,               0.995,             0.91351,            0.010065,           0.0016595,          0.00030139,            0.004588,            0.004588,            0.004588
                 166,            0.014716,           0.0048893,          0.00035868,             0.99995,                   1,               0.995,              0.9196,            0.011534,           0.0017513,            0.000302,            0.004555,            0.004555,            0.004555
                 167,             0.01576,           0.0051418,          0.00036904,             0.99998,                   1,               0.995,              0.9134,           0.0093655,           0.0015844,          0.00031555,            0.004522,            0.004522,            0.004522
                 168,            0.013232,           0.0048076,          0.00036409,                   1,             0.99995,               0.995,             0.92298,           0.0094096,           0.0015385,          0.00030429,            0.004489,            0.004489,            0.004489
                 169,             0.01435,           0.0050234,          0.00035333,             0.99999,                   1,               0.995,             0.92882,           0.0092568,           0.0015586,          0.00029976,            0.004456,            0.004456,            0.004456
                 170,            0.013107,            0.004674,          0.00034893,             0.99999,                   1,               0.995,             0.93037,           0.0091649,           0.0015872,          0.00029569,            0.004423,            0.004423,            0.004423
                 171,            0.013904,           0.0049634,          0.00033353,             0.99999,                   1,               0.995,             0.95305,           0.0091456,            0.001685,          0.00028565,             0.00439,             0.00439,             0.00439
                 172,            0.014641,           0.0051117,          0.00034309,             0.99997,                   1,               0.995,             0.90778,           0.0096373,           0.0017644,          0.00028881,            0.004357,            0.004357,            0.004357
                 173,            0.016107,           0.0053065,          0.00037094,                   1,             0.99993,               0.995,             0.93407,           0.0097243,           0.0017123,           0.0003034,            0.004324,            0.004324,            0.004324
                 174,            0.014324,           0.0048531,          0.00037598,             0.99995,                   1,               0.995,             0.91868,            0.009264,           0.0017653,          0.00031728,            0.004291,            0.004291,            0.004291
                 175,            0.013548,           0.0048448,          0.00035291,             0.99997,                   1,               0.995,             0.93649,           0.0094564,           0.0017308,          0.00031013,            0.004258,            0.004258,            0.004258
                 176,            0.012366,           0.0047013,          0.00033486,             0.99994,                   1,               0.995,             0.95254,           0.0091036,           0.0016512,          0.00029594,            0.004225,            0.004225,            0.004225
                 177,             0.01363,           0.0047003,          0.00032078,             0.99998,                   1,               0.995,             0.91696,           0.0093503,            0.001765,          0.00029256,            0.004192,            0.004192,            0.004192
                 178,            0.013578,           0.0047589,          0.00033191,             0.99995,                   1,               0.995,             0.93047,           0.0085601,           0.0017303,          0.00028259,            0.004159,            0.004159,            0.004159
                 179,             0.01318,           0.0047852,          0.00032227,             0.99997,                   1,               0.995,             0.88976,           0.0092276,           0.0015634,          0.00027233,            0.004126,            0.004126,            0.004126
                 180,            0.013921,           0.0052723,          0.00031399,                   1,                   1,               0.995,             0.92729,           0.0093368,           0.0015481,          0.00028328,            0.004093,            0.004093,            0.004093
                 181,            0.013108,           0.0047663,          0.00032657,             0.99999,                   1,               0.995,             0.93153,           0.0083728,            0.001459,          0.00028261,             0.00406,             0.00406,             0.00406
                 182,            0.012924,           0.0047367,          0.00031612,             0.99997,                   1,               0.995,             0.90933,           0.0093129,           0.0014385,          0.00026995,            0.004027,            0.004027,            0.004027
                 183,            0.013469,           0.0052431,          0.00031187,             0.99995,                   1,               0.995,             0.91268,           0.0098895,           0.0013839,          0.00026203,            0.003994,            0.003994,            0.003994
                 184,            0.013118,           0.0047606,          0.00030822,             0.99993,                   1,               0.995,             0.92972,           0.0096934,           0.0015027,          0.00026192,            0.003961,            0.003961,            0.003961
                 185,            0.012501,           0.0046536,          0.00030153,             0.99999,                   1,               0.995,             0.94216,           0.0093616,           0.0015443,          0.00025756,            0.003928,            0.003928,            0.003928
                 186,            0.013295,           0.0047525,          0.00029458,             0.99999,                   1,               0.995,             0.93871,           0.0098211,           0.0015846,          0.00024934,            0.003895,            0.003895,            0.003895
                 187,            0.012734,           0.0046007,          0.00029286,             0.99995,                   1,               0.995,             0.95041,           0.0090528,           0.0015618,           0.0002486,            0.003862,            0.003862,            0.003862
                 188,            0.012445,           0.0045579,           0.0002952,             0.99993,                   1,               0.995,             0.94756,           0.0093258,           0.0016512,          0.00025681,            0.003829,            0.003829,            0.003829
                 189,            0.012974,           0.0048754,          0.00029651,                   1,             0.99999,               0.995,             0.93061,            0.010731,           0.0017247,          0.00025533,            0.003796,            0.003796,            0.003796
                 190,            0.012905,           0.0047269,          0.00030088,                   1,             0.99994,               0.995,             0.94198,           0.0085674,           0.0015283,          0.00025341,            0.003763,            0.003763,            0.003763
                 191,            0.012876,           0.0046449,            0.000308,                   1,                   1,               0.995,             0.94267,           0.0089428,           0.0014732,          0.00024407,             0.00373,             0.00373,             0.00373
                 192,            0.012861,           0.0048986,          0.00029832,             0.99998,                   1,               0.995,             0.93238,           0.0089209,           0.0014754,           0.0002435,            0.003697,            0.003697,            0.003697
                 193,            0.011953,           0.0045858,           0.0002945,             0.99998,                   1,               0.995,             0.90851,           0.0093522,           0.0014611,          0.00024385,            0.003664,            0.003664,            0.003664
                 194,            0.011736,           0.0045291,           0.0002939,             0.99999,                   1,               0.995,             0.92687,           0.0090161,           0.0014005,          0.00024059,            0.003631,            0.003631,            0.003631
                 195,            0.012206,           0.0042969,          0.00028086,             0.99999,                   1,               0.995,             0.91647,           0.0093734,           0.0013847,          0.00023589,            0.003598,            0.003598,            0.003598
                 196,            0.013019,           0.0044354,           0.0002817,                   1,                   1,               0.995,             0.93652,           0.0096105,           0.0015212,          0.00024059,            0.003565,            0.003565,            0.003565
                 197,            0.012609,            0.004453,          0.00028905,                   1,             0.99997,               0.995,             0.91735,           0.0089616,            0.001727,          0.00024959,            0.003532,            0.003532,            0.003532
                 198,            0.012531,           0.0048095,          0.00029315,             0.99999,                   1,               0.995,             0.95234,           0.0089422,           0.0015872,           0.0002542,            0.003499,            0.003499,            0.003499
                 199,            0.012457,           0.0046741,          0.00029536,                   1,             0.99995,               0.995,             0.93404,           0.0081762,           0.0014839,          0.00024956,            0.003466,            0.003466,            0.003466
                 200,            0.012783,           0.0046805,          0.00028706,             0.99994,                   1,               0.995,             0.91778,           0.0087928,           0.0015528,          0.00025152,            0.003433,            0.003433,            0.003433
                 201,            0.012056,           0.0045053,          0.00029736,             0.99993,                   1,               0.995,             0.95274,           0.0084225,           0.0015054,           0.0002514,              0.0034,              0.0034,              0.0034
                 202,            0.012702,           0.0046462,          0.00028768,             0.99997,                   1,               0.995,             0.94604,           0.0088061,           0.0014498,          0.00024764,            0.003367,            0.003367,            0.003367
                 203,            0.012226,           0.0047833,          0.00028812,             0.99998,                   1,               0.995,             0.94828,           0.0086841,           0.0014661,          0.00024323,            0.003334,            0.003334,            0.003334
                 204,            0.011892,           0.0045334,          0.00027908,             0.99997,                   1,               0.995,             0.95216,           0.0082969,           0.0014947,          0.00024481,            0.003301,            0.003301,            0.003301
                 205,            0.010839,           0.0041508,          0.00027077,             0.99995,                   1,               0.995,             0.94413,           0.0086681,           0.0015128,          0.00024028,            0.003268,            0.003268,            0.003268
                 206,            0.010744,           0.0042376,          0.00025542,             0.99995,                   1,               0.995,             0.93283,           0.0086092,           0.0015446,          0.00023241,            0.003235,            0.003235,            0.003235
                 207,            0.011425,           0.0042945,          0.00025383,             0.99998,                   1,               0.995,             0.94092,           0.0095047,            0.001428,          0.00021736,            0.003202,            0.003202,            0.003202
                 208,            0.011532,            0.004389,          0.00025361,             0.99997,                   1,               0.995,             0.95474,           0.0084593,           0.0013184,          0.00021376,            0.003169,            0.003169,            0.003169
                 209,            0.011752,           0.0048437,          0.00026872,                   1,             0.99998,               0.995,             0.95594,           0.0086315,           0.0014241,           0.0002171,            0.003136,            0.003136,            0.003136
                 210,            0.011709,            0.004473,          0.00025975,             0.99999,                   1,               0.995,             0.96417,           0.0079105,           0.0013286,           0.0002109,            0.003103,            0.003103,            0.003103
                 211,            0.011957,           0.0046006,          0.00025411,             0.99997,                   1,               0.995,             0.95157,            0.008806,           0.0013554,          0.00020668,             0.00307,             0.00307,             0.00307
                 212,            0.011563,           0.0043638,           0.0002534,                   1,                   1,               0.995,             0.96343,           0.0083823,           0.0015272,          0.00020635,            0.003037,            0.003037,            0.003037
                 213,            0.010751,           0.0043131,          0.00024463,             0.99996,                   1,               0.995,             0.93722,           0.0087364,           0.0014767,          0.00020369,            0.003004,            0.003004,            0.003004
                 214,            0.011071,           0.0044663,          0.00024241,             0.99996,                   1,               0.995,             0.95403,           0.0085368,           0.0013821,          0.00020305,            0.002971,            0.002971,            0.002971
                 215,            0.010545,           0.0041741,          0.00024109,             0.99999,                   1,               0.995,             0.96252,             0.00861,           0.0014371,          0.00020596,            0.002938,            0.002938,            0.002938
                 216,            0.011164,           0.0048199,          0.00024237,             0.99997,                   1,               0.995,             0.95076,           0.0086653,           0.0014716,          0.00020365,            0.002905,            0.002905,            0.002905
                 217,            0.011296,           0.0046321,          0.00024208,             0.99996,                   1,               0.995,             0.95246,           0.0090458,           0.0014746,          0.00020825,            0.002872,            0.002872,            0.002872
                 218,            0.011594,           0.0043657,          0.00023879,             0.99999,                   1,               0.995,             0.94589,            0.009482,           0.0015257,          0.00021193,            0.002839,            0.002839,            0.002839
                 219,            0.010453,           0.0043252,          0.00024032,             0.99997,                   1,               0.995,             0.94713,           0.0083199,           0.0014447,          0.00020737,            0.002806,            0.002806,            0.002806
                 220,            0.011354,           0.0045164,          0.00023738,             0.99994,                   1,               0.995,             0.93643,           0.0083058,           0.0013743,          0.00020141,            0.002773,            0.002773,            0.002773
                 221,            0.010946,           0.0044357,          0.00024202,                   1,             0.99999,               0.995,              0.9426,           0.0083937,           0.0014783,          0.00020243,             0.00274,             0.00274,             0.00274
                 222,            0.010523,           0.0039738,           0.0002356,             0.99999,                   1,               0.995,             0.92721,           0.0083949,            0.001385,          0.00019959,            0.002707,            0.002707,            0.002707
                 223,            0.010179,           0.0040054,          0.00023226,             0.99999,                   1,               0.995,             0.93904,           0.0090236,             0.00138,          0.00019602,            0.002674,            0.002674,            0.002674
                 224,            0.010332,           0.0037534,          0.00021766,             0.99995,                   1,               0.995,             0.92583,           0.0096528,           0.0014846,          0.00019406,            0.002641,            0.002641,            0.002641
                 225,            0.011297,           0.0041479,          0.00022069,             0.99995,                   1,               0.995,             0.93666,            0.008454,           0.0015312,          0.00019591,            0.002608,            0.002608,            0.002608
                 226,            0.010698,           0.0042539,          0.00023844,                   1,             0.99999,               0.995,             0.93612,           0.0082527,           0.0016017,          0.00019676,            0.002575,            0.002575,            0.002575
                 227,            0.010896,           0.0044238,          0.00021866,                   1,             0.99999,               0.995,             0.94882,           0.0082524,           0.0014843,          0.00019024,            0.002542,            0.002542,            0.002542
                 228,            0.010208,           0.0042821,          0.00021545,             0.99997,                   1,               0.995,             0.94395,           0.0073152,           0.0014776,          0.00018675,            0.002509,            0.002509,            0.002509
                 229,            0.010921,           0.0041814,          0.00021072,             0.99997,                   1,               0.995,             0.94606,           0.0076291,           0.0013035,          0.00018124,            0.002476,            0.002476,            0.002476
                 230,            0.010098,           0.0044198,          0.00022041,                   1,             0.99997,               0.995,             0.95031,           0.0084728,           0.0013004,          0.00018093,            0.002443,            0.002443,            0.002443
                 231,             0.01086,           0.0043078,          0.00022092,                   1,                   1,               0.995,             0.94972,           0.0078269,           0.0012415,          0.00018177,             0.00241,             0.00241,             0.00241
                 232,            0.010027,           0.0043847,          0.00021286,             0.99994,                   1,               0.995,              0.9467,            0.007786,           0.0012606,          0.00018061,            0.002377,            0.002377,            0.002377
                 233,           0.0099789,           0.0043253,          0.00020599,             0.99994,                   1,               0.995,             0.94298,           0.0079786,           0.0013313,          0.00017726,            0.002344,            0.002344,            0.002344
                 234,            0.010266,           0.0043528,          0.00020584,                   1,                   1,               0.995,             0.94457,           0.0082695,           0.0013344,          0.00017403,            0.002311,            0.002311,            0.002311
                 235,            0.010255,           0.0040862,          0.00020257,                   1,                   1,               0.995,             0.94546,           0.0085801,           0.0013789,          0.00017272,            0.002278,            0.002278,            0.002278
                 236,            0.010026,           0.0041517,          0.00020438,                   1,             0.99995,               0.995,             0.94773,           0.0077101,           0.0014788,          0.00017276,            0.002245,            0.002245,            0.002245
                 237,            0.010107,           0.0040618,          0.00019569,             0.99994,                   1,               0.995,             0.94415,           0.0077531,             0.00139,          0.00016803,            0.002212,            0.002212,            0.002212
                 238,           0.0098459,            0.004359,          0.00019364,                   1,             0.99994,               0.995,             0.94858,           0.0074792,           0.0012778,          0.00016312,            0.002179,            0.002179,            0.002179
                 239,           0.0094334,           0.0040003,          0.00018429,             0.99995,                   1,               0.995,             0.94246,           0.0078922,           0.0012438,          0.00015989,            0.002146,            0.002146,            0.002146
                 240,           0.0092216,           0.0041789,          0.00019006,             0.99996,                   1,               0.995,             0.97613,           0.0076349,           0.0011833,          0.00015895,            0.002113,            0.002113,            0.002113
                 241,           0.0098738,           0.0042579,          0.00019087,             0.99998,                   1,               0.995,             0.94681,           0.0078145,           0.0011654,          0.00015857,             0.00208,             0.00208,             0.00208
                 242,           0.0094083,           0.0041547,          0.00018726,             0.99994,                   1,               0.995,             0.95353,           0.0076891,           0.0011947,          0.00015888,            0.002047,            0.002047,            0.002047
                 243,           0.0092901,            0.004123,          0.00018259,             0.99998,                   1,               0.995,              0.9515,           0.0078268,           0.0011985,          0.00015682,            0.002014,            0.002014,            0.002014
                 244,           0.0097018,           0.0040129,          0.00018041,             0.99997,                   1,               0.995,              0.9475,           0.0081322,             0.00126,          0.00015567,            0.001981,            0.001981,            0.001981
                 245,           0.0090515,            0.003699,          0.00017786,             0.99996,                   1,               0.995,             0.95998,           0.0084799,           0.0011684,           0.0001511,            0.001948,            0.001948,            0.001948
                 246,           0.0098756,            0.004109,          0.00018142,             0.99997,                   1,               0.995,             0.94274,           0.0082922,            0.001143,           0.0001487,            0.001915,            0.001915,            0.001915
                 247,           0.0095809,           0.0039256,          0.00017993,             0.99999,                   1,               0.995,             0.93905,           0.0083468,           0.0011602,          0.00014994,            0.001882,            0.001882,            0.001882
                 248,           0.0093767,           0.0040695,           0.0001871,             0.99999,                   1,               0.995,             0.93627,           0.0077376,           0.0012114,          0.00015217,            0.001849,            0.001849,            0.001849
                 249,           0.0097718,            0.004095,          0.00018647,             0.99998,                   1,               0.995,              0.9305,           0.0076309,           0.0012897,          0.00015073,            0.001816,            0.001816,            0.001816
                 250,           0.0095489,           0.0039285,          0.00017868,             0.99995,                   1,               0.995,             0.93957,           0.0077708,           0.0013261,          0.00014803,            0.001783,            0.001783,            0.001783
                 251,           0.0098198,           0.0039727,          0.00016831,             0.99996,                   1,               0.995,             0.95664,           0.0080128,           0.0013124,          0.00014722,             0.00175,             0.00175,             0.00175
                 252,           0.0094441,           0.0039103,          0.00017607,             0.99999,                   1,               0.995,             0.94751,           0.0078644,           0.0013661,          0.00015245,            0.001717,            0.001717,            0.001717
                 253,           0.0096895,           0.0038036,          0.00017679,             0.99995,                   1,               0.995,             0.95131,           0.0077753,           0.0014093,          0.00015342,            0.001684,            0.001684,            0.001684
                 254,           0.0088274,           0.0036682,          0.00017002,             0.99995,                   1,               0.995,              0.9537,           0.0073976,           0.0013758,          0.00015131,            0.001651,            0.001651,            0.001651
                 255,           0.0094061,           0.0038106,          0.00016813,             0.99997,                   1,               0.995,             0.94643,           0.0076257,            0.001366,          0.00014906,            0.001618,            0.001618,            0.001618
                 256,           0.0089575,           0.0038383,          0.00016615,             0.99999,                   1,               0.995,             0.94427,           0.0080863,           0.0013462,          0.00014662,            0.001585,            0.001585,            0.001585
                 257,           0.0086222,           0.0035419,          0.00016284,             0.99996,                   1,               0.995,             0.94651,           0.0084384,           0.0013738,          0.00014434,            0.001552,            0.001552,            0.001552
                 258,           0.0092343,           0.0038217,          0.00016868,             0.99994,                   1,               0.995,             0.95386,            0.008358,            0.001386,          0.00014418,            0.001519,            0.001519,            0.001519
                 259,           0.0085581,           0.0037504,           0.0001626,             0.99994,                   1,               0.995,             0.95263,           0.0084029,           0.0013968,          0.00014086,            0.001486,            0.001486,            0.001486
                 260,           0.0088736,           0.0038725,          0.00016042,             0.99998,                   1,               0.995,             0.95935,           0.0080193,           0.0013324,           0.0001375,            0.001453,            0.001453,            0.001453
                 261,           0.0090342,           0.0038709,          0.00016251,             0.99998,                   1,               0.995,             0.96232,           0.0080678,           0.0013703,          0.00013536,             0.00142,             0.00142,             0.00142
                 262,           0.0087355,           0.0038109,           0.0001578,             0.99995,                   1,               0.995,              0.9635,           0.0076162,           0.0012778,          0.00013304,            0.001387,            0.001387,            0.001387
                 263,           0.0089624,           0.0035825,          0.00015708,             0.99998,                   1,               0.995,             0.95901,           0.0075864,           0.0012359,          0.00013173,            0.001354,            0.001354,            0.001354
                 264,           0.0090088,           0.0037805,          0.00016347,             0.99996,                   1,               0.995,             0.95874,            0.007351,           0.0012625,          0.00013084,            0.001321,            0.001321,            0.001321
                 265,           0.0087782,           0.0038736,          0.00015721,             0.99996,                   1,               0.995,             0.95841,           0.0076211,            0.001242,          0.00012841,            0.001288,            0.001288,            0.001288
                 266,            0.008249,           0.0036743,          0.00014877,             0.99995,                   1,               0.995,             0.95947,           0.0078057,           0.0012091,          0.00012632,            0.001255,            0.001255,            0.001255
                 267,           0.0086721,            0.003983,          0.00015619,             0.99997,                   1,               0.995,             0.96465,           0.0080087,           0.0011739,           0.0001248,            0.001222,            0.001222,            0.001222
                 268,           0.0082296,           0.0038011,          0.00014719,             0.99996,                   1,               0.995,             0.96325,           0.0077701,           0.0011743,           0.0001244,            0.001189,            0.001189,            0.001189
                 269,           0.0090274,           0.0039912,          0.00015263,             0.99997,                   1,               0.995,             0.95722,           0.0076982,           0.0011694,          0.00012382,            0.001156,            0.001156,            0.001156
                 270,           0.0086407,           0.0035876,          0.00014528,             0.99998,                   1,               0.995,             0.95662,           0.0077848,           0.0012026,          0.00012242,            0.001123,            0.001123,            0.001123
                 271,           0.0088845,           0.0035224,          0.00014841,             0.99999,                   1,               0.995,              0.9563,           0.0077356,           0.0012211,          0.00012128,             0.00109,             0.00109,             0.00109
                 272,            0.008404,            0.003592,          0.00014511,             0.99997,                   1,               0.995,              0.9605,           0.0074447,           0.0012144,          0.00011967,            0.001057,            0.001057,            0.001057
                 273,           0.0087305,           0.0039186,          0.00014924,             0.99995,                   1,               0.995,             0.95719,           0.0074993,           0.0011854,          0.00011709,            0.001024,            0.001024,            0.001024
                 274,            0.008578,           0.0036037,          0.00014425,             0.99998,                   1,               0.995,             0.96031,           0.0076488,           0.0012025,          0.00011733,            0.000991,            0.000991,            0.000991
                 275,           0.0081186,            0.003387,          0.00014018,                   1,                   1,               0.995,              0.9607,           0.0075851,           0.0011736,          0.00011632,            0.000958,            0.000958,            0.000958
                 276,           0.0077974,            0.003557,          0.00013663,             0.99994,                   1,               0.995,             0.94296,           0.0074471,           0.0011958,          0.00011628,            0.000925,            0.000925,            0.000925
                 277,           0.0086524,           0.0035061,          0.00015207,             0.99999,                   1,               0.995,             0.96035,           0.0077414,           0.0012319,          0.00011687,            0.000892,            0.000892,            0.000892
                 278,           0.0078912,           0.0035453,          0.00014016,             0.99998,                   1,               0.995,             0.94924,           0.0075673,           0.0012302,          0.00011651,            0.000859,            0.000859,            0.000859
                 279,           0.0086757,           0.0036901,          0.00014322,             0.99999,                   1,               0.995,             0.95409,           0.0075877,           0.0012542,          0.00011649,            0.000826,            0.000826,            0.000826
                 280,           0.0087271,           0.0037921,          0.00013912,             0.99999,                   1,               0.995,             0.94497,           0.0075564,           0.0012257,          0.00011529,            0.000793,            0.000793,            0.000793
                 281,           0.0082461,            0.003516,          0.00013709,             0.99995,                   1,               0.995,             0.96156,           0.0075521,           0.0012385,          0.00011529,             0.00076,             0.00076,             0.00076
                 282,           0.0080325,           0.0036743,           0.0001372,             0.99999,                   1,               0.995,             0.96465,           0.0074143,            0.001212,          0.00011405,            0.000727,            0.000727,            0.000727
                 283,           0.0080556,           0.0036721,          0.00013181,             0.99996,                   1,               0.995,             0.94682,           0.0073753,           0.0012426,          0.00011332,            0.000694,            0.000694,            0.000694
                 284,           0.0077596,           0.0032846,          0.00012924,                   1,                   1,               0.995,             0.95491,           0.0074772,           0.0012595,          0.00011201,            0.000661,            0.000661,            0.000661
                 285,           0.0083576,           0.0039052,          0.00013836,             0.99998,                   1,               0.995,             0.95491,           0.0078228,           0.0013129,          0.00011221,            0.000628,            0.000628,            0.000628
                 286,            0.007729,           0.0035134,          0.00012589,             0.99997,                   1,               0.995,             0.95469,           0.0076116,           0.0012839,          0.00011099,            0.000595,            0.000595,            0.000595
                 287,           0.0079331,           0.0036113,           0.0001562,             0.99995,                   1,               0.995,             0.95469,           0.0076313,           0.0012567,          0.00011019,            0.000562,            0.000562,            0.000562
                 288,           0.0081948,           0.0038267,          0.00013146,             0.99994,                   1,               0.995,             0.95873,           0.0074737,            0.001199,          0.00010914,            0.000529,            0.000529,            0.000529
                 289,           0.0080353,           0.0033909,          0.00013113,             0.99994,                   1,               0.995,             0.94718,           0.0076738,           0.0012142,          0.00010838,            0.000496,            0.000496,            0.000496
                 290,           0.0076508,            0.003609,          0.00012905,                   1,             0.99997,               0.995,             0.95028,           0.0075906,           0.0012099,          0.00010838,            0.000463,            0.000463,            0.000463
                 291,           0.0081955,           0.0036149,          0.00012943,             0.99997,                   1,               0.995,             0.94662,            0.007427,           0.0012221,          0.00010876,             0.00043,             0.00043,             0.00043
                 292,           0.0078127,           0.0035933,           0.0001264,                   1,             0.99995,               0.995,             0.96335,           0.0073752,            0.001242,          0.00010917,            0.000397,            0.000397,            0.000397
                 293,           0.0076207,           0.0037499,          0.00012986,             0.99996,                   1,               0.995,             0.94344,           0.0073101,           0.0012487,           0.0001095,            0.000364,            0.000364,            0.000364
                 294,           0.0084595,           0.0038858,          0.00013211,             0.99999,                   1,               0.995,             0.94464,           0.0073577,           0.0012381,          0.00010955,            0.000331,            0.000331,            0.000331
                 295,           0.0082744,           0.0036233,          0.00013022,             0.99999,                   1,               0.995,             0.94206,           0.0073134,           0.0012295,           0.0001092,            0.000298,            0.000298,            0.000298
                 296,           0.0081481,           0.0036092,          0.00012725,             0.99997,                   1,               0.995,             0.94339,           0.0073299,           0.0012078,          0.00010857,            0.000265,            0.000265,            0.000265
                 297,           0.0079832,           0.0034904,          0.00012695,                   1,                   1,               0.995,             0.95435,           0.0073585,           0.0011889,          0.00010775,            0.000232,            0.000232,            0.000232
                 298,           0.0079253,           0.0036308,          0.00012572,                   1,                   1,               0.995,              0.9591,            0.007347,           0.0011684,          0.00010678,            0.000199,            0.000199,            0.000199
                 299,           0.0077721,           0.0034903,          0.00012794,             0.99995,                   1,               0.995,              0.9591,            0.007432,           0.0011746,          0.00010664,            0.000166,            0.000166,            0.000166
